shortname	gtrnadbid	species_long	query	class	family	genus	order	phylum	species	domain	txid	kingdom
Chla_trac_RC_F_69	chlaTrac_RC_F_69	Chlamydia trachomatis RC-F/69	Chlamydia trachomatis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia trachomatis	Bacteria	813	
Chla_trac_RC_Fs_342	chlaTrac_RC_FS_342	Chlamydia trachomatis RC-Fs/342	Chlamydia trachomatis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia trachomatis	Bacteria	813	
Chla_trac_RC_Fs_852	chlaTrac_RC_FS_852	Chlamydia trachomatis RC-Fs/852	Chlamydia trachomatis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia trachomatis	Bacteria	813	
Chla_trac_RC_J_943	chlaTrac_RC_J_943	Chlamydia trachomatis RC-J/943	Chlamydia trachomatis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia trachomatis	Bacteria	813	
Chla_trac_RC_J_953	chlaTrac_RC_J_953	Chlamydia trachomatis RC-J/953	Chlamydia trachomatis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia trachomatis	Bacteria	813	
Chla_trac_RC_J_966	chlaTrac_RC_J_966	Chlamydia trachomatis RC-J/966	Chlamydia trachomatis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia trachomatis	Bacteria	813	
Chla_trac_RC_J_971	chlaTrac_RC_J_971	Chlamydia trachomatis RC-J/971	Chlamydia trachomatis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia trachomatis	Bacteria	813	
Chla_trac_RC_Js_122	chlaTrac_RC_JS_122	Chlamydia trachomatis RC-Js/122	Chlamydia trachomatis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia trachomatis	Bacteria	813	
Chla_trac_RC_L2_55	chlaTrac_RC_L2_55	Chlamydia trachomatis RC-L2/55	Chlamydia trachomatis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia trachomatis	Bacteria	813	
Chla_trac_RC_L2s_3	chlaTrac_RC_L2S_3	Chlamydia trachomatis RC-L2s/3	Chlamydia trachomatis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia trachomatis	Bacteria	813	
Chla_trac_RC_L2s_46	chlaTrac_RC_L2S_46	Chlamydia trachomatis RC-L2s/46	Chlamydia trachomatis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia trachomatis	Bacteria	813	
Chla_trac_Sweden2	chlaTrac_SWEDEN2	Chlamydia trachomatis Sweden2	Chlamydia trachomatis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia trachomatis	Bacteria	813	
Chla_abor_AB7	chlaAbor_AB7	Chlamydophila abortus AB7	Chlamydophila abortus	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia abortus	Bacteria	83555	
Chla_abor_S26_3	chlaAbor_S26_3	Chlamydophila abortus S26/3	Chlamydophila abortus	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia abortus	Bacteria	83555	
Chla_cavi_GPIC	chlaCavi_GPIC	Chlamydophila caviae GPIC	Chlamydophila caviae	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia caviae	Bacteria	83557	
Chla_feli_Fe_C_56	chlaFeli_FE_C_56	Chlamydophila felis Fe/C-56	Chlamydophila felis	Chlamydiia	Chlamydiaceae	Chlamydia	Chlamydiales	Chlamydiae	Chlamydia felis	Bacteria	83556	
Para_acan_UV_7	paraAcan_UV_7	Parachlamydia acanthamoebae UV-7	Parachlamydia acanthamoebae	Chlamydiia	Parachlamydiaceae	Parachlamydia	Parachlamydiales	Chlamydiae	Parachlamydia acanthamoebae	Bacteria	83552	
Simk_nege_Z	simkNege_Z	Simkania negevensis Z	Simkania negevensis	Chlamydiia	Simkaniaceae	Simkania	Parachlamydiales	Chlamydiae	Simkania negevensis	Bacteria	83561	
Wadd_chon_WSU_86_1044	waddChon_WSU_86_1044	Waddlia chondrophila WSU 86-1044	Waddlia chondrophila	Chlamydiia	Waddliaceae	Waddlia	Parachlamydiales	Chlamydiae	Waddlia chondrophila	Bacteria	71667	
Chlo_parv_NCIB_8327	chloParv_NCIB_8327	Chlorobaculum parvum NCIB 8327	Chlorobaculum parvum	Chlorobia	Chlorobiaceae	Chlorobaculum	Chlorobiales	Chlorobi	Chlorobaculum parvum	Bacteria	274539	
Chlo_chlo_CaD3	chloChlo_CAD3	Chlorobium chlorochromatii CaD3	Chlorobium chlorochromatii	Chlorobia	Chlorobiaceae	Chlorobium	Chlorobiales	Chlorobi	Chlorobium chlorochromatii	Bacteria	337090	
Chlo_limi_DSM_245	chloLimi_DSM245	Chlorobium limicola DSM 245	Chlorobium limicola	Chlorobia	Chlorobiaceae	Chlorobium	Chlorobiales	Chlorobi	Chlorobium limicola	Bacteria	1092	
Chlo_phae_BS1	chloPhae_BS1	Chlorobium phaeobacteroides BS1	Chlorobium phaeobacteroides	Chlorobia	Chlorobiaceae	Chlorobium	Chlorobiales	Chlorobi	Chlorobium phaeobacteroides	Bacteria	1096	
Chlo_phae_DSM_266	chloPhae_DSM266	Chlorobium phaeobacteroides DSM 266	Chlorobium phaeobacteroides	Chlorobia	Chlorobiaceae	Chlorobium	Chlorobiales	Chlorobi	Chlorobium phaeobacteroides	Bacteria	1096	
Chlo_phae_DSM_265	chloPhae_DSM265	Chlorobium phaeovibrioides DSM 265	Chlorobium phaeovibrioides	Chlorobia	Chlorobiaceae	Chlorobium	Chlorobiales	Chlorobi	Chlorobium phaeovibrioides	Bacteria	1094	
Chlo_thal_ATCC_35110	chloThal_ATCC35110	Chloroherpeton thalassium ATCC 35110	Chloroherpeton thalassium	Chlorobia	Chlorobiaceae	Chloroherpeton	Chlorobiales	Chlorobi	Chloroherpeton thalassium	Bacteria	100716	
Pelo_phae_BU_1	peloPhae_BU_1	Pelodictyon phaeoclathratiforme BU-1	Pelodictyon phaeoclathratiforme	Chlorobia	Chlorobiaceae	Pelodictyon	Chlorobiales	Chlorobi	Pelodictyon phaeoclathratiforme	Bacteria	34090	
Pros_aest_DSM_271	prosAest_DSM271	Prosthecochloris aestuarii DSM 271	Prosthecochloris aestuarii	Chlorobia	Chlorobiaceae	Prosthecochloris	Chlorobiales	Chlorobi	Prosthecochloris aestuarii	Bacteria	1102	
Anae_ther_UNI_1	anaeTher_UNI_1	Anaerolinea thermophila UNI-1	Anaerolinea thermophila	Anaerolineae	Anaerolineaceae	Anaerolinea	Anaerolineales	Chloroflexi	Anaerolinea thermophila	Bacteria	167964	
Cald_aero_DSM_14535_NBRC_104270	caldAero_DSM14535_NBRC_104270	Caldilinea aerophila DSM 14535 NBRC 104270	Caldilinea aerophila	Caldilineae	Caldilineaceae	Caldilinea	Caldilineales	Chloroflexi	Caldilinea aerophila	Bacteria	133453	
Chlo_aggr_DSM_9485	chloAggr_DSM9485	Chloroflexus aggregans DSM 9485	Chloroflexus aggregans	Chloroflexia	Chloroflexaceae	Chloroflexus	Chloroflexales	Chloroflexi	Chloroflexus aggregans	Bacteria	152260	
Chlo_aura_J_10_fl	chloAura1	Chloroflexus aurantiacus J-10-fl	Chloroflexus aurantiacus	Chloroflexia	Chloroflexaceae	Chloroflexus	Chloroflexales	Chloroflexi	Chloroflexus aurantiacus	Bacteria	1108	
Chlo_Y_400_fl	chloSp_Y_400_FL	Chloroflexus sp. Y-400-fl	Chloroflexus sp	Chloroflexia	Chloroflexaceae	Chloroflexus	Chloroflexales	Chloroflexi	Chloroflexus sp.	Bacteria	1904827	
Herp_aura_DSM_785	herpAura_DSM785	Herpetosiphon aurantiacus DSM 785	Herpetosiphon aurantiacus	Chloroflexia	Herpetosiphonaceae	Herpetosiphon	Herpetosiphonales	Chloroflexi	Herpetosiphon aurantiacus	Bacteria	65	
Rose_cast_DSM_13941	roseCast1	Roseiflexus castenholzii DSM 13941	Roseiflexus castenholzii	Chloroflexia	Roseiflexaceae	Roseiflexus	Chloroflexales	Chloroflexi	Roseiflexus castenholzii	Bacteria	120962	
Rose_RS_1	roseSp_RS_1	Roseiflexus sp. RS-1	Roseiflexus sp	Chloroflexia	Roseiflexaceae	Roseiflexus	Chloroflexales	Chloroflexi		Bacteria	txid	
Deha_mcca_195	dehaMcca_195	Dehalococcoides mccartyi 195	Dehalococcoides mccartyi	Dehalococcoidia	Dehalococcoidaceae	Dehalococcoides	Dehalococcoidales	Chloroflexi	Dehalococcoides mccartyi	Bacteria	61435	
Deha_mcca_BAV1	dehaMcca_BAV1	Dehalococcoides mccartyi BAV1	Dehalococcoides mccartyi	Dehalococcoidia	Dehalococcoidaceae	Dehalococcoides	Dehalococcoidales	Chloroflexi	Dehalococcoides mccartyi	Bacteria	61435	
Deha_mcca_BTF08	dehaMcca_BTF08	Dehalococcoides mccartyi BTF08	Dehalococcoides mccartyi	Dehalococcoidia	Dehalococcoidaceae	Dehalococcoides	Dehalococcoidales	Chloroflexi	Dehalococcoides mccartyi	Bacteria	61435	
Deha_mcca_CBDB1	dehaMcca_CBDB1	Dehalococcoides mccartyi CBDB1	Dehalococcoides mccartyi	Dehalococcoidia	Dehalococcoidaceae	Dehalococcoides	Dehalococcoidales	Chloroflexi	Dehalococcoides mccartyi	Bacteria	61435	
Deha_mcca_CG1	dehaMcca_CG1	Dehalococcoides mccartyi CG1	Dehalococcoides mccartyi	Dehalococcoidia	Dehalococcoidaceae	Dehalococcoides	Dehalococcoidales	Chloroflexi	Dehalococcoides mccartyi	Bacteria	61435	
Deha_mcca_CG4	dehaMcca_CG4	Dehalococcoides mccartyi CG4	Dehalococcoides mccartyi	Dehalococcoidia	Dehalococcoidaceae	Dehalococcoides	Dehalococcoidales	Chloroflexi	Dehalococcoides mccartyi	Bacteria	61435	
Deha_mcca_CG5	dehaMcca_CG5	Dehalococcoides mccartyi CG5	Dehalococcoides mccartyi	Dehalococcoidia	Dehalococcoidaceae	Dehalococcoides	Dehalococcoidales	Chloroflexi	Dehalococcoides mccartyi	Bacteria	61435	
Deha_mcca_DCMB5	dehaMcca_DCMB5	Dehalococcoides mccartyi DCMB5	Dehalococcoides mccartyi	Dehalococcoidia	Dehalococcoidaceae	Dehalococcoides	Dehalococcoidales	Chloroflexi	Dehalococcoides mccartyi	Bacteria	61435	
Deha_mcca_GT	dehaMcca_GT	Dehalococcoides mccartyi GT	Dehalococcoides mccartyi	Dehalococcoidia	Dehalococcoidaceae	Dehalococcoides	Dehalococcoidales	Chloroflexi	Dehalococcoides mccartyi	Bacteria	61435	
Deha_mcca_GY50	dehaMcca_GY50	Dehalococcoides mccartyi GY50	Dehalococcoides mccartyi	Dehalococcoidia	Dehalococcoidaceae	Dehalococcoides	Dehalococcoidales	Chloroflexi	Dehalococcoides mccartyi	Bacteria	61435	
Deha_mcca_VS	dehaMcca_VS	Dehalococcoides mccartyi VS	Dehalococcoides mccartyi	Dehalococcoidia	Dehalococcoidaceae	Dehalococcoides	Dehalococcoidales	Chloroflexi	Dehalococcoides mccartyi	Bacteria	61435	
Deha_lyka_BL_DC_9	dehaLyka_BL_DC_9	Dehalogenimonas lykanthroporepellens BL-DC-9	Dehalogenimonas lykanthroporepellens	Dehalococcoidia		Dehalogenimonas		Chloroflexi	Dehalogenimonas lykanthroporepellens	Bacteria	552810	
Spha_ther_DSM_20745	sphaTher_DSM20745	Sphaerobacter thermophilus DSM 20745	Sphaerobacter thermophilus	Thermomicrobia	Sphaerobacteraceae	Sphaerobacter	Sphaerobacterales	Chloroflexi	Sphaerobacter thermophilus	Bacteria	2057	
Ther_rose_DSM_5159	therRose1	Thermomicrobium roseum DSM 5159	Thermomicrobium roseum	Thermomicrobia	Thermomicrobiaceae	Thermomicrobium	Thermomicrobiales	Chloroflexi	Thermomicrobium roseum	Bacteria	500	
Desu_indi_S5	desuIndi_S5	Desulfurispirillum indicum S5	Desulfurispirillum indicum	Chrysiogenetes	Chrysiogenaceae	Desulfurispirillum	Chrysiogenales	Chrysiogenetes	Desulfurispirillum indicum	Bacteria	936456	
Gloe_kila_JS1	gloeKila_JS1	Gloeobacter kilaueensis JS1	Gloeobacter kilaueensis	Gloeobacteria	Gloeobacteraceae	Gloeobacter	Gloeobacterales	Cyanobacteria	Gloeobacter kilaueensis	Bacteria	1416614	
Gloe_viol_PCC_7421	gloeViol	Gloeobacter violaceus PCC 7421	Gloeobacter violaceus	Gloeobacteria	Gloeobacteraceae	Gloeobacter	Gloeobacterales	Cyanobacteria	Gloeobacter violaceus	Bacteria	33072	
Anab_cyli_PCC_7122	anabCyli_PCC_7122	Anabaena cylindrica PCC 7122	Anabaena cylindrica		Nostocaceae	Anabaena	Nostocales	Cyanobacteria	Anabaena cylindrica	Bacteria	1165	
Anab_90	anabSp_90	Anabaena sp. 90	Anabaena sp		Nostocaceae	Anabaena	Nostocales	Cyanobacteria	Anabaena sp.	Bacteria	1167	
Anab_vari_ATCC_29413	anabVari_ATCC29413	Anabaena variabilis ATCC 29413	Anabaena variabilis		Nostocaceae	Trichormus	Nostocales	Cyanobacteria	Trichormus variabilis	Bacteria	264691	
Calo_PCC_6303	caloSp_PCC_6303	Calothrix sp. PCC 6303	Calothrix sp		Rivulariaceae	Calothrix	Nostocales	Cyanobacteria	Calothrix sp.	Bacteria	1187	
Calo_PCC_7507	caloSp_PCC_7507	Calothrix sp. PCC 7507	Calothrix sp		Rivulariaceae	Calothrix	Nostocales	Cyanobacteria	Calothrix sp.	Bacteria	1187	
Cyli_stag_PCC_7417	cyliStag_PCC_7417	Cylindrospermum stagnale PCC 7417	Cylindrospermum stagnale		Nostocaceae	Cylindrospermum	Nostocales	Cyanobacteria	Cylindrospermum stagnale	Bacteria	142864	
Nodu_spum_CCY9414	noduSpum_CCY9414	Nodularia spumigena CCY9414	Nodularia spumigena		Aphanizomenonaceae	Nodularia	Nostocales	Cyanobacteria	Nodularia spumigena	Bacteria	70799	
Nost_punc_PCC_73102_ATCC_29133	nostPunc_PCC_73102_ATCC29133	Nostoc punctiforme PCC 73102 ATCC 29133	Nostoc punctiforme		Nostocaceae	Nostoc	Nostocales	Cyanobacteria	Nostoc punctiforme	Bacteria	272131	
Nost_PCC_7107	nostSp_PCC_7107	Nostoc sp. PCC 7107	Nostoc sp		Nostocaceae	Nostoc	Nostocales	Cyanobacteria	Nostoc sp.	Bacteria	1180	
Nost_PCC_7120	nostSp	Nostoc sp. PCC 7120	Nostoc sp		Nostocaceae	Nostoc	Nostocales	Cyanobacteria	Nostoc sp.	Bacteria	1180	
Nost_PCC_7524	nostSp_PCC_7524	Nostoc sp. PCC 7524	Nostoc sp		Nostocaceae	Nostoc	Nostocales	Cyanobacteria	Nostoc sp.	Bacteria	1180	
Rivu_PCC_7116	rivuSp_PCC_7116	Rivularia sp. PCC 7116	Rivularia sp		Rivulariaceae	Rivularia	Nostocales	Cyanobacteria		Bacteria	txid	
Acar_mari_MBIC11017	acarMari_MBIC11017	Acaryochloris marina MBIC11017	Acaryochloris marina		Acaryochloridaceae	Acaryochloris	Synechococcales	Cyanobacteria	Acaryochloris marina	Bacteria	155978	
Arth_plat_NIES_39	arthPlat_NIES_39	Arthrospira platensis NIES-39	Arthrospira platensis		Microcoleaceae	Arthrospira	Oscillatoriales	Cyanobacteria	Arthrospira platensis	Bacteria	118562	
Arth_PCC_8005	arthSp_PCC_8005	Arthrospira sp. PCC 8005	Arthrospira sp		Microcoleaceae	Arthrospira	Oscillatoriales	Cyanobacteria	Arthrospira sp.	Bacteria	35824	
Cand_Atel_thalassa_isolate_ALOHA	candAtel_THALASSA_ISOLATE_ALOH	Candidatus Atelocyanobacterium thalassa isolate ALOHA	Candidatus Atelocyanobacterium		Aphanothecaceae	Candidatus Atelocyanobacterium	Chroococcales	Cyanobacteria		Bacteria	txid	
Cham_minu_PCC_6605	chamMinu_PCC_6605	Chamaesiphon minutus PCC 6605	Chamaesiphon minutus		Chamaesiphonaceae	Chamaesiphon	Synechococcales	Cyanobacteria	Chamaesiphon minutus	Bacteria	1173032	
Crin_epip_PCC_9333	crinEpip_PCC_9333	Crinalium epipsammum PCC 9333	Crinalium epipsammum		Gomontiellaceae	Crinalium	Oscillatoriales	Cyanobacteria	Crinalium epipsammum	Bacteria	241425	
Cyan_apon_PCC_10605	cyanApon_PCC_10605	Cyanobacterium aponinum PCC 10605	Cyanobacterium aponinum		Cyanobacteriaceae	Cyanobacterium	Chroococcales	Cyanobacteria	Cyanobacterium aponinum	Bacteria	379064	
Cyan_stan_PCC_7202	cyanStan_PCC_7202	Cyanobacterium stanieri PCC 7202	Cyanobacterium stanieri		Cyanobacteriaceae	Cyanobacterium	Chroococcales	Cyanobacteria	Cyanobacterium stanieri	Bacteria	102235	
Cyan_grac_PCC_6307	cyanGrac_PCC_6307	Cyanobium gracile PCC 6307	Cyanobium gracile		Synechococcaceae	Cyanobium	Synechococcales	Cyanobacteria	Cyanobium gracile	Bacteria	59930	
Cyan_ATCC_51142	cyanSp_ATCC51142	Cyanothece sp. ATCC 51142	Cyanothece sp		Cyanothecaceae	Cyanothece	Oscillatoriales	Cyanobacteria		Bacteria	txid	
Cyan_PCC_7424	cyanSp_PCC_7424	Cyanothece sp. PCC 7424	Cyanothece sp		Cyanothecaceae	Cyanothece	Oscillatoriales	Cyanobacteria		Bacteria	txid	
Cyan_PCC_7425	cyanSp_PCC_7425	Cyanothece sp. PCC 7425	Cyanothece sp		Cyanothecaceae	Cyanothece	Oscillatoriales	Cyanobacteria		Bacteria	txid	
Cyan_PCC_7822	cyanSp_PCC_7822	Cyanothece sp. PCC 7822	Cyanothece sp		Cyanothecaceae	Cyanothece	Oscillatoriales	Cyanobacteria		Bacteria	txid	
Cyan_PCC_8801	cyanSp_PCC_8801	Cyanothece sp. PCC 8801	Cyanothece sp		Cyanothecaceae	Cyanothece	Oscillatoriales	Cyanobacteria		Bacteria	txid	
Cyan_PCC_8802	cyanSp_PCC_8802	Cyanothece sp. PCC 8802	Cyanothece sp		Cyanothecaceae	Cyanothece	Oscillatoriales	Cyanobacteria		Bacteria	txid	
Dact_sali_PCC_8305	dactSali_PCC_8305	Dactylococcopsis salina PCC 8305	Dactylococcopsis salina		Synechococcaceae	Dactylococcopsis	Synechococcales	Cyanobacteria	Dactylococcopsis salina	Bacteria	292566	
Geit_PCC_7407	geitSp_PCC_7407	Geitlerinema sp. PCC 7407	Geitlerinema sp		Coleofasciculaceae	Geitlerinema	Oscillatoriales	Cyanobacteria		Bacteria	txid	
Gloe_PCC_7428	gloeSp_PCC_7428	Gloeocapsa sp. PCC 7428	Gloeocapsa sp		Chroococcaceae	Gloeocapsa	Chroococcales	Cyanobacteria		Bacteria	txid	
Halo_PCC_7418	haloSp_PCC_7418	Halothece sp. PCC 7418	Halothece sp		Aphanothecaceae	Halothece	Chroococcales	Cyanobacteria		Bacteria	txid	
Lept_PCC_7376	leptSp_PCC_7376	Leptolyngbya sp. PCC 7376	Leptolyngbya sp		Leptolyngbyaceae	Leptolyngbya	Synechococcales	Cyanobacteria	Leptolyngbya sp.	Bacteria	47254	
Micr_PCC_7113	micrSp_PCC_7113	Microcoleus sp. PCC 7113	Microcoleus sp		Microcoleaceae	Microcoleus	Oscillatoriales	Cyanobacteria	Microcoleus sp.	Bacteria	44472	
Micr_aeru_NIES_843	micrAeru_NIES_843	Microcystis aeruginosa NIES-843	Microcystis aeruginosa		Microcystaceae	Microcystis	Chroococcales	Cyanobacteria	Microcystis aeruginosa	Bacteria	1126	
Osci_acum_PCC_6304	osciAcum_PCC_6304	Oscillatoria acuminata PCC 6304	Oscillatoria acuminata		Oscillatoriaceae	Oscillatoria	Oscillatoriales	Cyanobacteria	Oscillatoria acuminata	Bacteria	118323	
Osci_nigr_PCC_7112	osciNigr_PCC_7112	Oscillatoria nigro-viridis PCC 7112	Oscillatoria nigro		Oscillatoriaceae	Oscillatoria	Oscillatoriales	Cyanobacteria		Bacteria	txid	
Pseu_PCC_7367	pseuSp_PCC_7367	Pseudanabaena sp. PCC 7367	Pseudanabaena sp		Pseudanabaenaceae	Pseudanabaena	Synechococcales	Cyanobacteria	Pseudanabaena sp.	Bacteria	1153	
Syne_elon_PCC_6301	syneElon_PCC_6301	Synechococcus elongatus PCC 6301	Synechococcus elongatus		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus elongatus	Bacteria	32046	
Syne_elon_PCC_7942	syneElon_PCC_7942	Synechococcus elongatus PCC 7942	Synechococcus elongatus		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus elongatus	Bacteria	32046	
Syne_CC9311	syneSp_CC9311	Synechococcus sp. CC9311	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_CC9605	syneSp_CC9605	Synechococcus sp. CC9605	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_CC9902	syneSp_CC9902	Synechococcus sp. CC9902	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_JA_2_3Ba2_13	syneSp_JA_2_3BA2_13	Synechococcus sp. JA-2-3Ba2-13	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_JA_3_3Ab	syneSp_JA_3_3AB	Synechococcus sp. JA-3-3Ab	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_KORDI_100	syneSp_KORDI_100	Synechococcus sp. KORDI-100	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_KORDI_49	syneSp_KORDI_49	Synechococcus sp. KORDI-49	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_KORDI_52	syneSp_KORDI_52	Synechococcus sp. KORDI-52	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_PCC_6312	syneSp_PCC_6312	Synechococcus sp. PCC 6312	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_PCC_7002_ATCC_27264	syneSp_PCC_7002_ATCC27264	Synechococcus sp. PCC 7002 ATCC 27264	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_PCC_7502	syneSp_PCC_7502	Synechococcus sp. PCC 7502	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_RCC307	syneSp_RCC307	Synechococcus sp. RCC307	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_UTEX_2973	syneSp_UTEX_2973	Synechococcus sp. UTEX 2973	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_WH_7803	syneSp_WH_7803	Synechococcus sp. WH 7803	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_WH_8109	syneSp_WH_8109	Synechococcus sp. WH 8109	Synechococcus sp		Synechococcaceae	Synechococcus	Synechococcales	Cyanobacteria	Synechococcus sp.	Bacteria	1131	
Syne_PCC_6714	syneSp_PCC_6714	Synechocystis sp. PCC 6714	Synechocystis sp		Merismopediaceae	Synechocystis	Synechococcales	Cyanobacteria	Synechocystis sp.	Bacteria	1143	
Syne_PCC_6803	synePCC6	Synechocystis sp. PCC 6803	Synechocystis sp		Merismopediaceae	Synechocystis	Synechococcales	Cyanobacteria	Synechocystis sp.	Bacteria	1143	
Syne_PCC_6803_1	syneSp_PCC_6803_1	Synechocystis sp. PCC 6803	Synechocystis sp		Merismopediaceae	Synechocystis	Synechococcales	Cyanobacteria	Synechocystis sp.	Bacteria	1143	
Syne_PCC_6803_GT_S	syneSp_PCC_6803_GT_S	Synechocystis sp. PCC 6803 GT-S	Synechocystis sp		Merismopediaceae	Synechocystis	Synechococcales	Cyanobacteria	Synechocystis sp.	Bacteria	1143	
Syne_PCC_6803_GT_I	syneSp_PCC_6803_GT_I	Synechocystis sp. PCC 6803 substr. GT-I	Synechocystis sp		Merismopediaceae	Synechocystis	Synechococcales	Cyanobacteria	Synechocystis sp.	Bacteria	1143	
Syne_PCC_6803_PCC_N	syneSp_PCC_6803_PCC_N	Synechocystis sp. PCC 6803 substr. PCC-N	Synechocystis sp		Merismopediaceae	Synechocystis	Synechococcales	Cyanobacteria	Synechocystis sp.	Bacteria	1143	
Syne_PCC_6803_PCC_P	syneSp_PCC_6803_PCC_P	Synechocystis sp. PCC 6803 substr. PCC-P	Synechocystis sp		Merismopediaceae	Synechocystis	Synechococcales	Cyanobacteria	Synechocystis sp.	Bacteria	1143	
Ther_elon_BP_1	therElon	Thermosynechococcus elongatus BP-1	Thermosynechococcus elongatus		Synechococcaceae	Thermosynechococcus	Synechococcales	Cyanobacteria	Thermosynechococcus elongatus	Bacteria	146786	
Ther_NK55a	therSp_NK55A	Thermosynechococcus sp. NK55a	Thermosynechococcus sp		Synechococcaceae	Thermosynechococcus	Synechococcales	Cyanobacteria		Bacteria	txid	
Tric_eryt_IMS101	tricEryt_IMS101	Trichodesmium erythraeum IMS101	Trichodesmium erythraeum		Microcoleaceae	Trichodesmium	Oscillatoriales	Cyanobacteria	Trichodesmium erythraeum	Bacteria	1206	
Chro_ther_PCC_7203	chroTher_PCC_7203	Chroococcidiopsis thermalis PCC 7203	Chroococcidiopsis thermalis		Chroococcidiopsidaceae	Chroococcidiopsis	Chroococcidiopsidales	Cyanobacteria	Chroococcidiopsis thermalis	Bacteria	54299	
Pleu_PCC_7327	pleuSp_PCC_7327	Pleurocapsa sp. PCC 7327	Pleurocapsa sp		Hyellaceae	Pleurocapsa	Pleurocapsales	Cyanobacteria	Pleurocapsa sp.	Bacteria	44475	
Stan_cyan_PCC_7437	stanCyan_PCC_7437	Stanieria cyanosphaera PCC 7437	Stanieria cyanosphaera		Dermocarpellaceae	Stanieria	Pleurocapsales	Cyanobacteria	Stanieria cyanosphaera	Bacteria	102116	
Proc_mari_AS9601	procMari_AS9601	Prochlorococcus marinus str. AS9601	Prochlorococcus marinus		Prochloraceae	Prochlorococcus	Synechococcales	Cyanobacteria	Prochlorococcus marinus	Bacteria	1219	
Proc_mari_MIT_9211_MIT9211	procMari_MIT_9211_MIT9211	Prochlorococcus marinus str. MIT 9211 MIT9211	Prochlorococcus marinus		Prochloraceae	Prochlorococcus	Synechococcales	Cyanobacteria	Prochlorococcus marinus	Bacteria	1219	
Proc_mari_MIT_9215	procMari_MIT_9215	Prochlorococcus marinus str. MIT 9215	Prochlorococcus marinus		Prochloraceae	Prochlorococcus	Synechococcales	Cyanobacteria	Prochlorococcus marinus	Bacteria	1219	
Proc_mari_MIT_9301	procMari_MIT_9301	Prochlorococcus marinus str. MIT 9301	Prochlorococcus marinus		Prochloraceae	Prochlorococcus	Synechococcales	Cyanobacteria	Prochlorococcus marinus	Bacteria	1219	
